plt_cn,statecd,unitcd,countycd,plot,measyear,drybio_ag_live_5plus,lat_public,lon_public,puid,measmon,measday,time
1.88762E+14,30,5,67,95204,2014,23.89400584,2571176.769,-1145346.5,95204_5_67_30,10,21,2014.890868
1.88762E+14,30,2,97,90101,2014,0,2578388.271,-1094138.024,90101_2_97_30,8,19,2014.718721
4.03975E+13,30,5,23,92581,2013,0,2666803.788,-1333477.858,92581_5_23_30,9,1,2013.75274
4.03975E+13,30,5,23,83816,2013,0,2693849.038,-1291090.33,83816_5_23_30,9,1,2013.75274
1.88762E+14,30,2,9,85373,2014,72.24581985,2522036.585,-966333.3446,85373_2_9_30,9,30,2014.832192
1.88762E+14,30,2,9,91177,2014,12.55863191,2520163.374,-982247.364,91177_2_9_30,6,3,2014.508219
1.88762E+14,30,5,57,90488,2014,59.70704732,2537393.603,-1216991.92,90488_5_57_30,8,19,2014.718721
1.88762E+14,30,4,43,90047,2014,57.35308074,2710108.045,-1220139.066,90047_4_43_30,7,11,2014.61347
1.88762E+14,30,3,63,88512,2014,8.148872061,2786543.189,-1325466.484,88512_3_63_30,5,1,2014.419406
1.88762E+14,30,3,81,88788,2014,0,2706679.21,-1391103.807,88788_3_81_30,9,1,2014.75274
1.88762E+14,30,5,31,94220,2014,0,2609719.424,-1165252.71,94220_5_31_30,9,1,2014.75274
1.88762E+14,30,5,1,85673,2014,0,2507205.147,-1317757.088,85673_5_1_30,9,17,2014.796575
1.88762E+14,30,4,77,94506,2014,0,2763345.532,-1303345.175,94506_4_77_30,9,1,2014.75274
1.88762E+14,30,5,1,89367,2014,0,2565656.249,-1333372.909,89367_5_1_30,9,1,2014.75274
1.88763E+14,30,4,45,95232,2014,11.17106741,2723145.093,-1080770.246,95232_4_45_30,7,15,2014.624429
1.88763E+14,30,4,59,85663,2014,0,2710369.173,-1098113.333,85663_4_59_30,9,1,2014.75274
1.88763E+14,30,4,7,88392,2014,0,2720385.321,-1187873.068,88392_4_7_30,9,1,2014.75274
1.88763E+14,30,4,7,82706,2014,0,2705460.359,-1190549.145,82706_4_7_30,9,1,2014.75274
1.88763E+14,30,4,7,83308,2014,0,2700442.197,-1191480.934,83308_4_7_30,9,1,2014.75274
1.88763E+14,30,4,7,80965,2014,0,2686096.546,-1194486.759,80965_4_7_30,9,1,2014.75274
1.88763E+14,30,4,7,85246,2014,0,2669574.646,-1184898.455,85246_4_7_30,9,1,2014.75274
1.88763E+14,30,4,7,86179,2014,0,2668106.889,-1197808.089,86179_4_7_30,9,1,2014.75274
1.88763E+14,30,5,31,87764,2014,0,2653303.334,-1187638.227,87764_5_31_30,9,1,2014.75274
1.88763E+14,30,4,43,85938,2014,0,2658710.685,-1213167.647,85938_4_43_30,9,1,2014.75274
1.88763E+14,30,5,31,86258,2014,0,2630734.396,-1201923.756,86258_5_31_30,9,1,2014.75274
1.88763E+14,30,5,31,87928,2014,0,2614828.514,-1194576.036,87928_5_31_30,9,1,2014.75274
1.88762E+14,30,4,49,83777,2014,0,2731098.602,-1227067.149,83777_4_49_30,9,1,2014.75274
1.88762E+14,30,4,43,88208,2014,26.31415522,2676858.095,-1235766.903,88208_4_43_30,7,14,2014.621689
1.88763E+14,30,5,31,82187,2014,50.93781645,2556797.945,-1189690.636,82187_5_31_30,7,15,2014.624429
1.88763E+14,30,5,31,86232,2014,47.23049047,2538774.529,-1191377.739,86232_5_31_30,7,22,2014.643607
1.88763E+14,30,5,31,92284,2014,29.3607084,2503388.252,-1195955.459,92284_5_31_30,7,9,2014.607991
1.88762E+14,30,4,77,80806,2014,4.412642801,2717875.662,-1269847.658,80806_4_77_30,7,18,2014.632648
4.03975E+13,30,2,27,82996,2013,39.97719397,2725298.134,-1029429.063,82996_2_27_30,6,9,2013.524658
4.03979E+13,30,5,57,80451,2013,0,2601018.867,-1267273.899,80451_5_57_30,9,1,2013.75274
4.03979E+13,30,5,57,80204,2013,40.06485614,2596811.696,-1238227.477,80204_5_57_30,6,6,2013.516438
4.03979E+13,30,5,57,95337,2013,0,2590062.926,-1229174.595,95337_5_57_30,9,1,2013.75274
4.03979E+13,30,5,57,87778,2013,43.84059615,2592015.454,-1212948.294,87778_5_57_30,8,15,2013.707763
4.03979E+13,30,5,57,90931,2013,0,2597809.846,-1278492.239,90931_5_57_30,9,1,2013.75274
4.03979E+13,30,5,57,85432,2013,0,2594018.841,-1253637.779,85432_5_57_30,9,1,2013.75274
4.03979E+13,30,5,57,90454,2013,0,2585204.437,-1199418.442,90454_5_57_30,7,17,2013.629909
4.03979E+13,30,5,57,85424,2013,0,2582606.875,-1280956.503,85424_5_57_30,9,1,2013.75274
4.03979E+13,30,5,57,94927,2013,7.727862664,2579567.965,-1256319.382,94927_5_57_30,8,28,2013.743379
4.03979E+13,30,5,57,87223,2013,108.7359862,2572383.265,-1216222.121,87223_5_57_30,9,10,2013.777397
4.03979E+13,30,5,57,85188,2013,0,2566118.589,-1273467.423,85188_5_57_30,9,1,2013.75274
4.03979E+13,30,5,57,87917,2013,0,2561843.836,-1243831.856,87917_5_57_30,8,11,2013.696804
4.03979E+13,30,5,57,92492,2013,0,2558115.194,-1218785.155,92492_5_57_30,9,1,2013.75274
4.03979E+13,30,5,57,90324,2013,0,2558731.75,-1259185.178,90324_5_57_30,6,22,2013.560274
4.0398E+13,30,5,57,83427,2013,45.84210663,2555058.906,-1234293.867,83427_5_57_30,5,30,2013.498858
4.0398E+13,30,5,57,94626,2013,69.86499242,2550349.006,-1205289.275,94626_5_57_30,8,2,2013.672146
4.0398E+13,30,5,57,93792,2013,0,2538230.833,-1222228.65,93792_5_57_30,9,1,2013.75274
4.0398E+13,30,5,57,89881,2013,56.88618162,2539310.963,-1262254.005,89881_5_57_30,8,30,2013.748858
4.0398E+13,30,5,57,87628,2013,0,2520516.103,-1239571.892,87628_5_57_30,9,10,2013.777397
4.0398E+13,30,5,57,87225,2013,0,2626366.966,-1221144.871,87225_5_57_30,9,1,2013.75274
4.0398E+13,30,5,57,90091,2013,16.05829816,2579120.069,-1242267.16,90091_5_57_30,7,6,2013.599772
4.0398E+13,30,5,57,83900,2013,0,2572928.118,-1230086.343,83900_5_57_30,9,1,2013.75274
4.0398E+13,30,5,57,86291,2013,35.80808152,2568026.022,-1203551.809,86291_5_57_30,9,23,2013.813014
4.0398E+13,30,5,57,87723,2013,44.30982282,2519319.293,-1224776.24,87723_5_57_30,6,4,2013.510959
1.88762E+14,30,5,1,81054,2014,0,2579403.934,-1320862.299,81054_5_1_30,9,1,2014.75274
1.88762E+14,30,4,45,83732,2014,30.37578143,2727405.504,-1094371.899,83732_4_45_30,6,24,2014.565753
1.88763E+14,30,5,67,86068,2014,74.15755056,2551686.433,-1148958.766,86068_5_67_30,8,5,2014.680365
1.88763E+14,30,5,67,80980,2014,0,2536903.781,-1151352.868,80980_5_67_30,9,1,2014.75274
1.88763E+14,30,4,45,83555,2014,12.51368521,2761509.804,-1100030.553,83555_4_45_30,6,20,2014.554795
4.03975E+13,30,2,27,85317,2013,54.7288156,2718203.078,-1014679.515,85317_2_27_30,6,8,2013.521918
4.03975E+13,30,2,27,89306,2013,69.04429787,2713340.431,-989834.2938,89306_2_27_30,6,21,2013.557534
4.03975E+13,30,2,27,84094,2013,9.086422334,2722931.558,-1020857.848,84094_2_27_30,9,26,2013.821233
4.03975E+13,30,2,27,93676,2013,63.01689586,2754717.487,-1010333.821,93676_2_27_30,9,25,2013.818493
4.0398E+13,30,5,57,82618,2013,23.94457121,2514403.413,-1213528.662,82618_5_57_30,8,12,2013.699543
4.0398E+13,30,4,59,93450,2013,26.04001933,2758092.519,-1147168.545,93450_4_59_30,8,16,2013.710502
4.0398E+13,30,4,59,80130,2013,0,2743966.569,-1148496.905,80130_4_59_30,9,1,2013.75274
4.0398E+13,30,4,59,85754,2013,24.97522125,2726651.999,-1135296.756,85754_4_59_30,8,2,2013.672146
4.03944E+13,30,4,13,85156,2011,87.80606636,2765846.857,-1160102.883,85156_4_13_30,10,30,2011.915525
3.7275E+13,30,4,77,86322,2010,0,2797406.06,-1281143.751,86322_4_77_30,6,24,2010.565753
3.72752E+13,30,5,93,81789,2010,53.79406351,2652212.192,-1305290.202,81789_5_93_30,7,20,2010.638128
1.88764E+14,30,2,3,85600,2014,0,2534732.074,-979457.2677,85600_2_3_30,9,1,2014.75274
1.88763E+14,30,2,9,83858,2014,10.43690572,2535791.159,-1045746.653,83858_2_9_30,9,24,2014.815753
1.88763E+14,30,2,9,91237,2014,0,2532671.961,-1060421.77,91237_2_9_30,8,13,2014.702283
4.0398E+13,30,4,59,81198,2013,19.82240196,2728442.622,-1176214.017,81198_4_59_30,8,18,2013.715982
4.0398E+13,30,4,59,90605,2013,38.26208624,2700498.698,-1130785.929,90605_4_59_30,8,14,2013.705023
4.0398E+13,30,4,59,93630,2013,51.70536765,2661767.119,-1106417.493,93630_4_59_30,7,30,2013.665525
4.03971E+13,30,5,1,81136,2013,36.09936978,2660838.478,-1324039.325,81136_5_1_30,6,24,2013.565753
4.0398E+13,30,3,63,87623,2013,0,2809574.154,-1394299.816,87623_3_63_30,9,1,2013.75274
4.0398E+13,30,3,63,81501,2013,22.36679627,2803977.447,-1369263.504,81501_3_63_30,5,24,2013.48242
4.0398E+13,30,3,63,85979,2013,37.35695896,2795349.226,-1313938.759,85979_3_63_30,5,20,2013.471461
4.0398E+13,30,3,63,80024,2013,0,2800877.362,-1379805.247,80024_3_63_30,5,6,2013.433105
4.03971E+13,30,5,1,89964,2013,15.18118064,2645827.737,-1326351.51,89964_5_1_30,9,3,2013.758219
4.03971E+13,30,5,1,91862,2013,77.26601649,2651251.518,-1336671.43,91862_5_1_30,9,9,2013.774658
4.03971E+13,30,5,1,82905,2013,19.52654055,2647913.244,-1311075.116,82905_5_1_30,6,17,2013.546575
4.03971E+13,30,5,1,85449,2013,0,2649505.268,-1351721.988,85449_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,81760,2013,44.47512035,2632162.062,-1338649.516,81760_5_1_30,7,25,2013.651826
4.03971E+13,30,5,1,90672,2013,75.59794898,2628068.354,-1314243.097,90672_5_1_30,7,21,2013.640868
4.03971E+13,30,5,1,93578,2013,88.82536367,2633175.986,-1379522.172,93578_5_1_30,8,6,2013.683105
4.03971E+13,30,5,1,84671,2013,0,2629688.842,-1354416.602,84671_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,86189,2013,2.760284079,2621927.755,-1304592.792,86189_5_1_30,7,5,2013.597032
4.03971E+13,30,5,1,91041,2013,30.60262143,2622190.175,-1370570.794,91041_5_1_30,6,20,2013.554795
4.03971E+13,30,5,1,87234,2013,0,2614848.443,-1356247.062,87234_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,80913,2013,0,2610697.054,-1332168.166,80913_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,87191,2013,20.17565848,2608495.65,-1316604.652,87191_5_1_30,8,10,2013.694064
4.03971E+13,30,5,1,87872,2013,0,2605666.404,-1293307.914,87872_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,88662,2013,46.55965914,2602426.701,-1373619.184,88662_5_1_30,9,11,2013.780137
3.72747E+13,30,5,57,94535,2010,0,2570693.477,-1237397.022,94535_5_57_30,9,1,2010.75274
3.72743E+13,30,5,31,92886,2010,0,2612769.14,-1179239.688,92886_5_31_30,9,1,2010.75274
3.72747E+13,30,5,57,92053,2010,0,2616025.616,-1217475.109,92053_5_57_30,9,1,2010.75274
3.7274E+13,30,4,7,80420,2010,0,2651969.043,-1208763.486,80420_4_7_30,9,1,2010.75274
3.72738E+13,30,5,1,90417,2010,0,2580256.351,-1331934.801,90417_5_1_30,9,1,2010.75274
3.7274E+13,30,4,7,84827,2010,0,2690252.457,-1192620.794,84827_4_7_30,9,1,2010.75274
3.72748E+13,30,3,63,89193,2010,0,2782155.218,-1326197.883,89193_3_63_30,9,1,2010.75274
3.72748E+13,30,3,63,87364,2010,24.73327283,2811982.22,-1399248.817,87364_3_63_30,5,5,2010.430365
3.72748E+13,30,3,63,86167,2010,0,2773044.092,-1379372.544,86167_3_63_30,9,1,2010.75274
3.72748E+13,30,5,67,89963,2010,10.4028992,2534918.527,-1136382.237,89963_5_67_30,9,8,2010.771918
4.03971E+13,30,5,1,94745,2013,0,2598383.853,-1348998.802,94745_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,92472,2013,0,2594263.66,-1318556.872,92472_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,88974,2013,0,2589519.31,-1295888.053,88974_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,95785,2013,0,2591581.697,-1335199.999,95785_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,91323,2013,0,2587550.998,-1309787.99,91323_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,91254,2013,0,2578751.626,-1352258.182,91254_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,95231,2013,0,2574523.968,-1322548.433,95231_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,95467,2013,0,2570646.857,-1297488.211,95467_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,92869,2013,57.54136232,2575921.725,-1362716.293,92869_5_1_30,6,18,2013.549315
4.03971E+13,30,5,1,81921,2013,0,2571735.314,-1338163.984,81921_5_1_30,9,1,2013.75274
4.03976E+13,30,5,31,88460,2013,14.65286729,2669849.545,-1160078.047,88460_5_31_30,9,3,2013.758219
4.03976E+13,30,5,31,83715,2013,8.417872813,2659345.194,-1187599.174,83715_5_31_30,9,25,2013.818493
4.03976E+13,30,5,31,87907,2013,18.72694894,2664455.876,-1155896.094,87907_5_31_30,9,24,2013.815753
4.03976E+13,30,5,31,91320,2013,1.323740249,2650244.525,-1163301.987,91320_5_31_30,7,8,2013.605251
4.03976E+13,30,5,31,92060,2013,9.926543954,2642737.593,-1180819.74,92060_5_31_30,5,6,2013.433105
4.03976E+13,30,5,31,93393,2013,0,2639640.431,-1191091.792,93393_5_31_30,9,1,2013.75274
4.03976E+13,30,5,31,95093,2013,0,2635909.235,-1166131.309,95093_5_31_30,9,1,2013.75274
4.0398E+13,30,5,57,83142,2013,0,2531604.432,-1212352.557,83142_5_57_30,7,23,2013.646347
4.03976E+13,30,5,31,82531,2013,0,2627010.646,-1208118.236,82531_5_31_30,9,1,2013.75274
4.0398E+13,30,3,63,94761,2013,29.37234639,2796609.551,-1354052.27,94761_3_63_30,7,1,2013.586073
4.0398E+13,30,3,63,82672,2013,0,2792582.745,-1329195.087,82672_3_63_30,9,1,2013.75274
4.03971E+13,30,5,1,93834,2013,98.3123189,2560615.195,-1366004.298,93834_5_1_30,7,22,2013.643607
4.03971E+13,30,5,1,84727,2013,0,2567193.34,-1312519.015,84727_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,81359,2013,0,2557301.622,-1340539.387,81359_5_1_30,9,1,2013.75274
3.72742E+13,30,5,23,89682,2010,0,2691639.882,-1298988.983,89682_5_23_30,9,1,2010.75274
3.72742E+13,30,5,23,89759,2010,0,2669210.176,-1317274.627,89759_5_23_30,4,29,2010.412785
3.72748E+13,30,5,67,95221,2010,0,2573318.558,-1155591.464,95221_5_67_30,9,1,2010.75274
3.72747E+13,30,5,57,87620,2010,0,2599148.276,-1222763.619,87620_5_57_30,9,1,2010.75274
3.72747E+13,30,5,57,89562,2010,0,2555969.058,-1269950.928,89562_5_57_30,9,1,2010.75274
3.72738E+13,30,5,1,94757,2010,0,2579981.22,-1291292.474,94757_5_1_30,9,1,2010.75274
3.72747E+13,30,5,57,81540,2010,0,2607248.698,-1272129.288,81540_5_57_30,9,1,2010.75274
3.72752E+13,30,5,93,91198,2010,0,2647484.922,-1292409.298,91198_5_93_30,9,1,2010.75274
3.7275E+13,30,4,77,89027,2010,2.680503941,2735661.02,-1252447.335,89027_4_77_30,10,4,2010.844292
3.72738E+13,30,5,1,86802,2010,53.03099598,2617957.003,-1311132.908,86802_5_1_30,9,22,2010.810274
3.72738E+13,30,5,1,86543,2010,0,2610616.874,-1296496.566,86543_5_1_30,5,11,2010.446804
4.03971E+13,30,5,1,85945,2013,0,2550611.994,-1300429.464,85945_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,95431,2013,0,2546177.336,-1275811.863,95431_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,95724,2013,0,2539002.344,-1327733.214,95724_5_1_30,7,24,2013.649087
4.03971E+13,30,5,1,94157,2013,0,2534570.619,-1302883.544,94157_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,80726,2013,0,2533119.996,-1318792.927,80726_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,95137,2013,0,2524830.105,-1264470.616,95137_5_1_30,8,5,2013.680365
4.03971E+13,30,5,1,80513,2013,0,2520316.176,-1331402.246,80513_5_1_30,7,9,2013.607991
4.03971E+13,30,5,1,84929,2013,0,2516057.601,-1306291.062,84929_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,80320,2013,0,2511866.222,-1281760.38,80320_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,85790,2013,0,2508463.819,-1256953.932,85790_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,93074,2013,0,2503401.646,-1227324.648,93074_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,84926,2013,0,2512991.645,-1321577.747,84926_5_1_30,8,26,2013.7379
4.03971E+13,30,5,1,80509,2013,0,2504877.57,-1267857.488,80509_5_1_30,8,20,2013.721461
4.03971E+13,30,5,1,88185,2013,0,2501371.188,-1243175.889,88185_5_1_30,8,27,2013.740639
3.7274E+13,30,4,7,93784,2010,20.60317598,2685258.823,-1163939.73,93784_4_7_30,10,1,2010.836073
3.72741E+13,30,4,13,90937,2010,36.8105525,2783128.84,-1204120.129,90937_4_13_30,5,4,2010.427626
3.72742E+13,30,5,23,92128,2010,60.33767908,2676120.493,-1327054.013,92128_5_23_30,7,21,2010.640868
3.7274E+13,30,4,7,81171,2010,0,2669705.889,-1208416.134,81171_4_7_30,9,1,2010.75274
3.72745E+13,30,3,39,80823,2010,0,2730318.37,-1318506.608,80823_3_39_30,9,1,2010.75274
3.7275E+13,30,3,81,90402,2010,0,2721197.853,-1388206.644,90402_3_81_30,9,1,2010.75274
3.72748E+13,30,3,63,81324,2010,0,2790416.317,-1376783.345,81324_3_63_30,9,1,2010.75274
3.72747E+13,30,4,59,90805,2010,0,2704090.452,-1162496.34,90805_4_59_30,9,1,2010.75274
3.72743E+13,30,5,31,90333,2010,38.24681772,2659658.28,-1157531.702,90333_5_31_30,9,28,2010.826712
3.72743E+13,30,5,31,82060,2010,0,2635452.405,-1202205.832,82060_5_31_30,9,1,2010.75274
3.72743E+13,30,5,31,93265,2010,0,2629004.91,-1187797.153,93265_5_31_30,9,1,2010.75274
4.03944E+13,30,4,13,87412,2011,36.21754717,2754371.142,-1121933.586,87412_4_13_30,11,3,2011.924886
4.03953E+13,30,4,45,85963,2011,29.11668583,2720256.827,-1091409.408,85963_4_45_30,9,27,2011.823973
4.03953E+13,30,4,45,94212,2011,2.883127843,2714455.88,-1061419.209,94212_4_45_30,8,15,2011.707763
4.03953E+13,30,4,45,93698,2011,0,2716766.524,-1101911.653,93698_4_45_30,7,13,2011.61895
4.03954E+13,30,4,45,88469,2011,16.42992751,2734060.266,-1100161.715,88469_4_45_30,8,16,2011.710502
4.03959E+13,30,5,67,85990,2011,0,2580718.565,-1138928.081,85990_5_67_30,9,1,2011.75274
4.03959E+13,30,5,67,84851,2011,54.89127213,2566407.72,-1173006.697,84851_5_67_30,8,19,2011.718721
4.03959E+13,30,5,67,87278,2011,50.58274206,2561004.065,-1142003.608,87278_5_67_30,9,5,2011.763699
4.03959E+13,30,5,67,91351,2011,22.21734123,2558551.774,-1158395.152,91351_5_67_30,9,12,2011.782877
4.03959E+13,30,5,67,94470,2011,33.20661408,2543821.179,-1160433.66,94470_5_67_30,7,7,2011.602511
4.03959E+13,30,5,67,80649,2011,5.896731809,2533097.878,-1095961.947,80649_5_67_30,10,3,2011.841553
4.03959E+13,30,5,67,81280,2011,0,2591041.85,-1125449.252,81280_5_67_30,9,12,2011.782877
4.03959E+13,30,5,67,82250,2011,49.01788422,2548627.351,-1173066.851,82250_5_67_30,9,13,2011.785616
4.03959E+13,30,5,67,94126,2011,61.31735157,2543536.534,-1147514.255,94126_5_67_30,9,6,2011.766438
3.72747E+13,30,5,57,94581,2010,0,2610658.341,-1231062.957,94581_5_57_30,7,21,2010.640868
3.72747E+13,30,5,57,92760,2010,41.57108495,2603325.487,-1246606.411,92760_5_57_30,7,9,2010.607991
3.72747E+13,30,4,59,91925,2010,19.55937133,2717566.311,-1173290.099,91925_4_59_30,7,26,2010.654566
3.72743E+13,30,5,31,88853,2010,48.76634999,2643892.839,-1158536.764,88853_5_31_30,7,26,2010.654566
3.72744E+13,30,5,31,88176,2010,16.78264238,2597679.601,-1182273.283,88176_5_31_30,10,5,2010.847032
3.72744E+13,30,5,31,92864,2010,88.28057692,2594272.735,-1192813.058,92864_5_31_30,9,27,2010.823973
3.72744E+13,30,5,31,95672,2010,0.337355037,2508773.752,-1195863.335,95672_5_31_30,5,27,2010.490639
3.72745E+13,30,4,43,80880,2010,20.5888002,2679667.396,-1259670.966,80880_4_43_30,6,9,2010.524658
3.72745E+13,30,4,43,90441,2010,2.282148509,2664733.153,-1222229.988,90441_4_43_30,6,24,2010.565753
3.72745E+13,30,4,43,92456,2010,5.725190589,2660102.529,-1222481.91,92456_4_43_30,10,12,2010.86621
3.72745E+13,30,4,43,83221,2010,44.91308515,2674742.711,-1234364.231,83221_4_43_30,5,13,2010.452283
1.88763E+14,30,2,27,92388,2014,2.45638063,2712286.426,-1016779.537,92388_2_27_30,8,28,2014.743379
1.88763E+14,30,2,27,82595,2014,4.167479499,2711568.191,-1028820.448,82595_2_27_30,7,14,2014.621689
4.03971E+13,30,5,1,82803,2013,0,2604047.654,-1305456.718,82803_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,88248,2013,0,2561834.911,-1352943.725,88248_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,87650,2013,0,2556374.705,-1327382.033,87650_5_1_30,9,8,2013.771918
4.03971E+13,30,5,1,81628,2013,0,2551751.389,-1315363.479,81628_5_1_30,9,1,2013.75274
4.03971E+13,30,5,1,80167,2013,0,2526608.152,-1252991.512,80167_5_1_30,9,13,2013.785616
4.03971E+13,30,5,1,83332,2013,0,2502660.133,-1335370.61,83332_5_1_30,6,19,2013.552055
4.03976E+13,30,5,31,94967,2013,0,2623141.246,-1182875.737,94967_5_31_30,9,1,2013.75274
1.88763E+14,30,4,13,95704,2014,3.928932539,2772896.622,-1139127.158,95704_4_13_30,6,25,2014.568493
1.88763E+14,30,4,13,93423,2014,34.96906512,2765957.834,-1130323.31,93423_4_13_30,7,31,2014.668265
1.88763E+14,30,4,13,83230,2014,0,2747893.226,-1130666.396,83230_4_13_30,7,23,2014.646347
1.88763E+14,30,4,59,85915,2014,6.819897833,2753003.59,-1142285.08,85915_4_59_30,8,19,2014.718721
1.88763E+14,30,5,67,87176,2014,41.90595957,2565473.685,-1136377.861,87176_5_67_30,7,14,2014.621689
1.88763E+14,30,5,67,93671,2014,33.229098,2545862.526,-1139609.525,93671_5_67_30,9,3,2014.758219
1.88762E+14,30,5,57,86027,2014,30.88327226,2585244.956,-1265473.513,86027_5_57_30,6,5,2014.513699
1.88762E+14,30,5,1,91306,2014,54.40492297,2536209.737,-1272576.389,91306_5_1_30,7,24,2014.649087
1.88762E+14,30,4,49,90290,2014,36.4927968,2788792.074,-1243051.6,90290_4_49_30,7,7,2014.602511
1.88762E+14,30,4,49,90733,2014,20.60217444,2774725.656,-1245055.046,90733_4_49_30,10,21,2014.890868
1.88763E+14,30,5,1,82465,2014,0,2628906.718,-1380226.55,82465_5_1_30,9,19,2014.802055
1.88763E+14,30,5,1,88463,2014,29.31142909,2606989.687,-1368470.561,88463_5_1_30,6,11,2014.530137
4.03976E+13,30,5,31,89703,2013,0,2618808.412,-1154009.134,89703_5_31_30,9,1,2013.75274
4.03976E+13,30,5,31,80536,2013,0,2619956.521,-1193272.331,80536_5_31_30,9,1,2013.75274
4.03976E+13,30,5,31,92910,2013,0,2615864.365,-1168898.049,92910_5_31_30,9,1,2013.75274
4.03976E+13,30,5,31,87231,2013,17.42508462,2600760.999,-1171871.196,87231_5_31_30,6,7,2013.519178
4.03976E+13,30,5,31,95418,2013,54.91694456,2588662.826,-1188278.956,95418_5_31_30,6,13,2013.535616
4.03976E+13,30,5,31,93186,2013,82.9331538,2582305.489,-1173969.256,93186_5_31_30,9,5,2013.763699
4.03976E+13,30,5,31,90648,2013,0,2569238.759,-1192105.026,90648_5_31_30,9,1,2013.75274
4.03976E+13,30,5,31,94928,2013,92.13838897,2561435.14,-1178212.399,94928_5_31_30,6,24,2013.565753
4.03976E+13,30,5,31,87862,2013,50.03133414,2555204.657,-1194815.404,87862_5_31_30,6,18,2013.549315
4.03976E+13,30,5,31,92791,2013,0,2533632.343,-1196433.616,92791_5_31_30,8,7,2013.685845
4.03976E+13,30,5,31,91365,2013,62.65174939,2527352.323,-1183710.754,91365_5_31_30,7,20,2013.638128
4.03976E+13,30,5,31,84575,2013,0,2514429.152,-1200726.594,84575_5_31_30,9,1,2013.75274
4.03976E+13,30,5,31,89388,2013,46.18638482,2492875.36,-1189549.034,89388_5_31_30,8,30,2013.748858
4.03976E+13,30,5,31,86165,2013,0,2659391.733,-1175515.688,86165_5_31_30,9,1,2013.75274
4.03976E+13,30,5,31,82066,2013,0,2606908.176,-1183142.627,82066_5_31_30,9,1,2013.75274
3.7275E+13,30,4,77,87437,2010,53.16429084,2805266.363,-1307215.136,87437_4_77_30,7,26,2010.654566
3.72738E+13,30,5,1,86989,2010,0,2646053.573,-1362055.57,86989_5_1_30,9,1,2010.75274
3.72738E+13,30,5,1,88022,2010,33.76245032,2618785.082,-1349841.818,88022_5_1_30,8,10,2010.694064
3.72752E+13,30,5,93,84609,2010,3.21185391,2684703.823,-1284781.66,84609_5_93_30,9,7,2010.769178
3.72741E+13,30,4,13,93033,2010,0,2751231.993,-1126117.203,93033_4_13_30,9,1,2010.75274
1.88763E+14,30,4,45,82489,2014,76.49476958,2745707.064,-1092482.046,82489_4_45_30,6,12,2014.532877
1.88763E+14,30,4,45,80187,2014,11.86844139,2741894.62,-1103500.925,80187_4_45_30,6,30,2014.582192
1.88762E+14,30,5,57,86875,2014,0,2600146.444,-1196990.436,86875_5_57_30,9,1,2014.75274
1.88762E+14,30,5,67,86325,2014,0.888680857,2532641.079,-1125915.135,86325_5_67_30,7,16,2014.627169
1.88763E+14,30,2,27,93689,2014,39.1376708,2716961.874,-1041477.868,93689_2_27_30,8,29,2014.746119
